AC,CL,DE,GA,ID,ML,NE,TP
PF17570.1,,Family of unknown function (DUF5476),25.00; 25.00;,DUF5476,62,,Family
PF17571.1,,Family of unknown function (DUF5477),25.00; 25.00;,DUF5477,77,,Family
PF17572.1,,Family of unknown function (DUF5478),27.00; 27.00;,DUF5478,86,,Family
PF17575.1,,Family of unknown function (DUF5479),27.00; 27.00;,DUF5479,101,,Family
PF17576.1,,Family of unknown function (DUF5480),25.00; 25.00;,DUF5480,71,,Family
PF17578.1,,Family of unknown function (DUF5481),27.00; 27.00;,DUF5481,103,,Family
PF17579.1,,Family of unknown function (DUF5482),27.00; 27.00;,DUF5482,159,,Family
PF17581.1,,Family of unknown function (DUF5483),27.00; 27.00;,DUF5483,441,,Family
PF17583.1,,Family of unknown function (DUF5484),27.00; 27.00;,DUF5484,43,,Family
PF17586.1,,Family of unknown function (DUF5485),27.00; 27.00;,DUF5485,56,,Family
PF17588.1,,Family of unknown function (DUF5486),27.00; 27.00;,DUF5486,53,,Family
PF17589.1,,Family of unknown function (DUF5487),27.00; 27.00;,DUF5487,70,,Family
PF17590.1,,Family of unknown function (DUF5488),25.00; 25.00;,DUF5488,70,,Family
PF17592.1,,Family of unknown function (DUF5489),27.00; 27.00;,DUF5489,78,,Family
PF17593.1,,Family of unknown function (DUF5490),27.00; 27.00;,DUF5490,62,,Family
PF17595.1,,Family of unknown function (DUF5491),27.00; 27.00;,DUF5491,68,,Family
PF17596.1,,Family of unknown function (DUF5492),27.00; 27.00;,DUF5492,80,,Family
PF17597.1,,Family of unknown function (DUF5493),27.00; 27.00;,DUF5493,82,,Family
PF17598.1,,Family of unknown function (DUF5494),27.00; 27.00;,DUF5494,84,,Family
PF17599.1,,Family of unknown function (DUF5495),27.00; 27.00;,DUF5495,87,,Family
PF17600.1,,Family of unknown function (DUF5496),27.00; 27.00;,DUF5496,87,,Family
PF17601.1,,Family of unknown function (DUF5497),27.00; 27.00;,DUF5497,89,,Family
PF17602.1,,Family of unknown function (DUF5498),27.00; 27.00;,DUF5498,96,,Family
PF17603.1,,Family of unknown function (DUF5499),27.00; 27.00;,DUF5499,97,,Family
PF04447.11,CL0231,Protein of unknown function (DUF550),21.40; 21.40;,DUF550,97,,Family
PF17604.1,,Family of unknown function (DUF5500),27.00; 27.00;,DUF5500,98,,Family
PF17605.1,,Family of unknown function (DUF5501),40.00; 40.00;,DUF5501,107,,Family
PF17606.1,,Family of unknown function (DUF5502),27.00; 27.00;,DUF5502,87,,Family
PF17607.1,,Family of unknown function (DUF5503),30.00; 30.00;,DUF5503,116,,Family
PF17608.1,,Family of unknown function (DUF5504),27.00; 27.00;,DUF5504,124,,Family
PF17610.1,,Family of unknown function (DUF5505),27.00; 27.00;,DUF5505,156,,Family
PF17611.1,,Family of unknown function (DUF5506),27.00; 27.00;,DUF5506,161,,Family
PF17612.1,,Family of unknown function (DUF5507),27.00; 27.00;,DUF5507,160,,Family
PF17621.1,,Family of unknown function (DUF5508),27.00; 27.00;,DUF5508,263,,Family
PF17625.1,,Family of unknown function (DUF5509),25.00; 25.00;,DUF5509,362,,Family
PF04448.11,,Protein of unknown function (DUF551),21.60; 21.60;,DUF551,69,,Family
PF17629.1,,Family of unknown function (DUF5510),27.00; 27.00;,DUF5510,62,,Family
PF17630.1,,Family of unknown function (DUF5511),27.00; 27.00;,DUF5511,69,,Family
PF17631.1,,Family of unknown function (DUF5512),27.00; 27.00;,DUF5512,139,,Family
PF17632.1,,Family of unknown function (DUF5513),27.00; 27.00;,DUF5513,91,,Family
PF17633.1,,Family of unknown function (DUF5514),27.00; 27.00;,DUF5514,142,,Family
PF17635.1,,Family of unknown function (DUF5515),27.00; 27.00;,DUF5515,70,,Family
PF17637.1,,Family of unknown function (DUF5516),25.00; 25.00;,DUF5516,37,,Family
PF17639.1,,Family of unknown function (DUF5517),27.00; 27.00;,DUF5517,100,,Family
PF04473.11,CL0125,Transglutaminase-like domain,20.50; 20.50;,DUF553,154,,Domain
PF04474.11,,Protein of unknown function (DUF554),25.10; 25.10;,DUF554,220,,Family
PF04475.11,,Protein of unknown function (DUF555),25.00; 25.00;,DUF555,101,,Family
PF04480.11,CL0236,Protein of unknown function (DUF559),20.60; 20.60;,DUF559,109,,Family
PF04575.12,CL0193,Protein of unknown function (DUF560),20.50; 20.50;,DUF560,286,,Family
PF04481.11,CL0036,Protein of unknown function (DUF561),21.60; 21.60;,DUF561,243,,Family
PF04763.11,,Protein of unknown function (DUF562),25.00; 25.00;,DUF562,146,,Family
PF04577.13,,Protein of unknown function (DUF563),22.10; 22.10;,DUF563,209,,Family
PF04483.11,,Protein of unknown function (DUF565),21.10; 21.10;,DUF565,60,,Family
PF04526.12,,Protein of unknown function (DUF568),25.00; 25.00;,DUF568,101,,Family
PF04601.12,CL0066,Domain of unknown function (DUF569),21.20; 21.20;,DUF569,142,,Domain
PF04489.12,,Protein of unknown function (DUF570),25.00; 25.00;,DUF570,427,,Family
PF04502.12,,Family of unknown function (DUF572) ,24.00; 24.00;,DUF572,330,,Family
PF04504.13,,"Protein of unknown function, DUF573",29.50; 29.50;,DUF573,95,,Family
PF04746.11,,Protein of unknown function (DUF575),25.00; 25.00;,DUF575,101,,Family
PF04507.11,CL0048,Csa1 family,21.90; 21.90;,DUF576,257,,Domain
PF04510.11,,Family of unknown function (DUF577),27.60; 27.60;,DUF577,173,,Family
PF01882.17,CL0128,Protein of unknown function DUF58,21.60; 21.60;,DUF58,86,,Family
PF04522.11,,Protein of unknown function (DUF585),25.00; 25.00;,DUF585,234,,Family
PF04532.11,,Protein of unknown function (DUF587),25.00; 25.00;,DUF587,220,,Family
PF04535.11,CL0396,Domain of unknown function (DUF588),26.20; 26.20;,DUF588,150,,Domain
PF04569.13,,Protein of unknown function,21.00; 21.00;,DUF591,87,,Family
PF04574.12,,Protein of unknown function (DUF592),24.50; 24.50;,DUF592,153,,Family
PF04578.12,,"Protein of unknown function, DUF594",21.00; 21.00;,DUF594,55,,Family
PF04591.11,,"Protein of unknown function, DUF596",25.00; 25.00;,DUF596,69,,Family
PF04654.11,,"Protein of unknown function, DUF599",21.40; 21.40;,DUF599,210,,Family
PF04634.11,,"Protein of unknown function, DUF600",21.70; 21.70;,DUF600,146,,Family
PF04642.11,,"Protein of unknown function, DUF601",24.10; 24.10;,DUF601,302,,Family
PF04645.11,,"Protein of unknown function, DUF603",22.60; 22.60;,DUF603,181,,Family
PF04646.11,CL0110,"Protein of unknown function, DUF604",24.90; 24.90;,DUF604,255,,Family
PF04685.12,CL0059,"Glycosyl-hydrolase family 116, catalytic region",26.30; 26.30;,DUF608,361,,Domain
PF01886.15,,Protein of unknown function DUF61,21.40; 21.40;,DUF61,127,,Family
PF04747.11,,"Protein of unknown function, DUF612",20.60; 20.60;,DUF612,504,,Family
PF04764.11,,Protein of unknown function (DUF613),25.00; 25.00;,DUF613,120,,Family
PF04751.13,,Protein of unknown function (DUF615),25.00; 25.00;,DUF615,154,,Family
PF04765.12,,Protein of unknown function (DUF616),21.40; 21.40;,DUF616,314,,Family
PF04759.12,,"Protein of unknown function, DUF617",21.90; 21.90;,DUF617,163,,Family
PF04788.11,,Protein of unknown function (DUF620),20.40; 20.40;,DUF620,243,,Family
PF04789.14,CL0192,Protein of unknown function (DUF621),21.30; 21.30;,DUF621,305,,Family
PF04854.13,,"Protein of unknown function, DUF624",21.70; 21.70;,DUF624,77,,Family
PF04781.11,,Protein of unknown function (DUF627),27.40; 27.40;,DUF627,108,,Family
PF04780.11,,Protein of unknown function (DUF629),21.50; 21.50;,DUF629,493,,Family
PF01889.16,,Membrane protein of unknown function DUF63,25.00; 25.00;,DUF63,272,,Family
PF04783.11,,Protein of unknown function (DUF630),21.30; 21.30;,DUF630,59,,Family
PF04782.11,,Protein of unknown function (DUF632),21.40; 21.40;,DUF632,310,,Family
PF04830.12,,Possible hemagglutinin (DUF637),26.60; 26.60;,DUF637,172,,Family
PF04842.11,,Plant protein of unknown function (DUF639),37.10; 37.10;,DUF639,231,,Family
PF04852.11,,Protein of unknown function (DUF640),25.00; 25.00;,DUF640,126,,Family
PF04859.11,,Plant protein of unknown function (DUF641),27.60; 27.60;,DUF641,127,,Family
PF04862.11,CL0202,Protein of unknown function (DUF642),27.00; 20.00;,DUF642,157,,Domain
PF04867.11,,Protein of unknown function (DUF643),25.00; 25.00;,DUF643,114,,Family
PF04875.11,,"Protein of unknown function, DUF645",19.80; 19.80;,DUF645,59,,Family
PF04884.13,,Vitamin B6 photo-protection and homoeostasis,28.30; 28.30;,DUF647,241,,Family
PF04890.12,,Family of unknown function (DUF648) ,29.70; 29.70;,DUF648,287,,Family
PF04919.11,CL0198,Protein of unknown function (DUF655),22.20; 22.20;,DUF655,181,,Family
PF04920.11,,Family of unknown function (DUF656) ,25.00; 25.00;,DUF656,126,,Family
PF04936.11,,Protein of unknown function (DUF658),23.10; 23.10;,DUF658,186,,Family
PF04937.14,,Protein of unknown function (DUF 659),30.00; 30.00;,DUF659,152,,Family
PF04978.11,CL0310,Protein of unknown function (DUF664),20.90; 20.90;,DUF664,150,,Family
PF05018.12,,Protein of unknown function (DUF667),19.70; 19.70;,DUF667,185,,Family
PF05003.11,,Protein of unknown function (DUF668),20.90; 20.90;,DUF668,89,,Family
PF05037.12,,Protein of unknown function (DUF669),20.80; 20.80;,DUF669,141,,Family
PF05056.11,,Protein of unknown function (DUF674),24.40; 24.40;,DUF674,456,,Family
PF05057.13,CL0028,Putative serine esterase (DUF676),20.30; 20.30;,DUF676,219,,Family
PF05055.11,CL0133,Protein of unknown function (DUF677),29.10; 29.10;,DUF677,336,,Family
PF05077.11,,Protein of unknown function (DUF678),21.50; 21.50;,DUF678,75,,Family
PF05078.11,,Protein of unknown function (DUF679),25.00; 25.00;,DUF679,163,,Family
PF05079.11,,Protein of unknown function (DUF680),21.70; 21.70;,DUF680,55,,Family
PF05080.11,,Protein of unknown function (DUF681),25.00; 25.00;,DUF681,101,,Family
PF05081.11,,Protein of unknown function (DUF682),25.00; 25.00;,DUF682,157,,Family
PF05075.13,,Protein of unknown function (DUF684),25.00; 25.00;,DUF684,338,,Family
PF05085.11,,Protein of unknown function (DUF685),25.00; 25.00;,DUF685,265,,Family
PF05095.11,,Protein of unknown function (DUF687),25.00; 25.00;,DUF687,537,,Family
PF05097.11,,Protein of unknown function (DUF688),20.20; 20.20;,DUF688,446,,Family
PF05114.12,CL0036,Protein of unknown function (DUF692),25.00; 25.00;,DUF692,263,,Domain
PF05113.12,,Protein of unknown function (DUF693),25.00; 25.00;,DUF693,311,,Family
PF05117.11,,Family of unknown function (DUF695) ,23.10; 23.10;,DUF695,134,,Family
PF05128.11,,Domain of unknown function (DUF697) ,24.30; 24.30;,DUF697,162,,Domain
PF05142.11,,Domain of unknown function (DUF702) ,20.50; 20.50;,DUF702,149,,Family
PF05152.11,CL0137,Protein of unknown function (DUF705),20.40; 20.40;,DUF705,304,,Family
PF05212.11,,Protein of unknown function (DUF707),24.10; 24.10;,DUF707,299,,Family
PF05167.11,CL0339,Uncharacterised ACR (DUF711),25.00; 25.00;,DUF711,406,,Family
PF05218.13,,Protein of unknown function (DUF713),24.50; 24.50;,DUF713,185,,Family
PF04819.11,,Family of unknown function (DUF716) ,25.00; 25.00;,DUF716,136,,Family
PF05338.11,,Protein of unknown function (DUF717),21.30; 21.30;,DUF717,55,,Family
PF05334.12,,Protein of unknown function (DUF719),22.40; 22.40;,DUF719,191,,Family
PF01904.17,,Protein of unknown function DUF72,20.80; 20.80;,DUF72,218,,Family
PF05302.10,,Protein of unknown function (DUF720),25.00; 25.00;,DUF720,125,,Family
PF05258.11,CL0424,Protein of unknown function (DUF721),20.90; 20.90;,DUF721,89,,Family
PF05263.10,CL0123,Protein of unknown function (DUF722),29.80; 29.80;,DUF722,129,,Family
PF05265.12,,Protein of unknown function (DUF723),20.90; 20.90;,DUF723,60,,Family
PF05266.13,,Protein of unknown function (DUF724),38.40; 38.40;,DUF724,188,,Family
PF05267.11,,Protein of unknown function (DUF725),20.80; 20.80;,DUF725,121,,Family
PF05277.11,CL0028,Protein of unknown function (DUF726),22.60; 22.60;,DUF726,343,,Family
PF05303.11,,Protein of unknown function (DUF727),20.90; 20.90;,DUF727,105,,Family
PF05304.11,,Protein of unknown function (DUF728),25.00; 25.00;,DUF728,139,,Family
PF05325.10,,Protein of unknown function (DUF730),32.00; 32.00;,DUF730,122,,Family
PF05305.13,,Protein of unknown function (DUF732),23.70; 23.70;,DUF732,95,,Family
PF05306.10,,Protein of unknown function (DUF733),25.00; 25.00;,DUF733,87,,Family
PF05246.10,,Protein of unknown function (DUF735),23.40; 23.40;,DUF735,204,,Family
PF05284.11,,Protein of unknown function (DUF736),22.00; 22.00;,DUF736,100,,Family
PF05300.10,,Protein of unknown function (DUF737),35.00; 35.00;,DUF737,201,,Family
PF05339.10,CL0123,Protein of unknown function (DUF739),27.00; 27.00;,DUF739,69,,Family
PF05340.11,,Protein of unknown function (DUF740),21.20; 21.20;,DUF740,613,,Family
PF05331.10,CL0123,Protein of unknown function (DUF742),21.90; 21.90;,DUF742,114,,Family
PF05332.10,,Protein of unknown function (DUF743),27.70; 27.70;,DUF743,113,,Family
PF05335.12,,Protein of unknown function (DUF745),26.20; 26.20;,DUF745,183,,Family
PF05344.10,,Domain of Unknown Function (DUF746),25.00; 25.00;,DUF746,64,,Family
PF05346.10,,Eukaryotic membrane protein family,25.00; 25.00;,DUF747,319,,Family
PF05359.10,CL0401,Domain of Unknown Function (DUF748),21.50; 21.50;,DUF748,152,,Family
PF05370.10,,Domain of unknown function (DUF749),25.00; 25.00;,DUF749,87,,Family
PF05421.10,,Protein of unknown function (DUF751),21.80; 21.80;,DUF751,60,,Family
PF05444.11,,Protein of unknown function (DUF753),23.90; 23.90;,DUF753,147,,Family
PF05501.10,,Domain of unknown function (DUF755) ,29.10; 29.10;,DUF755,123,,Family
PF05506.11,,Domain of unknown function (DUF756),24.40; 24.40;,DUF756,78,,Domain
PF05527.10,,Domain of unknown function (DUF758) ,22.00; 22.00;,DUF758,181,,Family
PF05537.10,,Borrelia burgdorferi protein of unknown function (DUF759),21.80; 21.80;,DUF759,429,,Family
PF05542.10,,Protein of unknown function (DUF760),20.20; 20.20;,DUF760,84,,Family
PF05553.10,,Cotton fibre expressed protein,21.00; 21.00;,DUF761,36,,Family
PF05555.10,,Coxiella burnetii protein of unknown function (DUF762),25.00; 25.00;,DUF762,245,,Family
PF05559.10,,Protein of unknown function (DUF763),22.40; 22.40;,DUF763,312,,Family
PF05561.10,,Borrelia burgdorferi protein of unknown function (DUF764),25.00; 25.00;,DUF764,180,,Family
PF05570.10,,Circovirus protein of unknown function (DUF765),25.00; 25.00;,DUF765,29,,Family
PF05571.11,,Protein of unknown function (DUF766),25.00; 25.00;,DUF766,292,,Family
PF05589.10,,Protein of unknown function (DUF768),24.60; 24.60;,DUF768,64,,Family
PF05590.10,,Xylella fastidiosa protein of unknown function (DUF769),21.00; 21.00;,DUF769,259,,Family
PF05595.10,,Domain of unknown function (DUF771) ,22.90; 22.90;,DUF771,90,,Family
PF05598.10,,Transposase domain (DUF772),23.10; 23.10;,DUF772,73,,Domain
PF05600.11,,Protein of unknown function (DUF773),22.40; 22.40;,DUF773,507,,Family
PF05603.11,,Protein of unknown function (DUF775),20.70; 20.70;,DUF775,200,,Family
PF05604.10,,Protein of unknown function (DUF776),25.00; 25.00;,DUF776,181,,Family
PF05606.10,,Borrelia burgdorferi protein of unknown function (DUF777),25.00; 25.00;,DUF777,181,,Family
PF05608.11,,Protein of unknown function (DUF778),22.70; 22.70;,DUF778,189,,Family
PF05610.10,,Protein of unknown function (DUF779),25.00; 25.00;,DUF779,94,,Family
PF05611.10,,Caenorhabditis elegans protein of unknown function (DUF780),25.00; 25.00;,DUF780,71,,Family
PF05614.10,,Circovirus protein of unknown function (DUF782),25.00; 25.00;,DUF782,104,,Family
PF05619.10,,Borrelia burgdorferi protein of unknown function (DUF787),25.00; 25.00;,DUF787,362,,Family
PF05620.10,,Protein of unknown function (DUF788),22.10; 22.10;,DUF788,168,,Family
PF05623.11,,Protein of unknown function (DUF789),25.20; 25.20;,DUF789,293,,Family
PF05626.10,,Protein of unknown function (DUF790),28.80; 28.80;,DUF790,387,,Family
PF05632.10,,Borrelia burgdorferi protein of unknown function (DUF792),25.00; 25.00;,DUF792,208,,Family
PF05643.10,CL0342,Putative bacterial lipoprotein (DUF799),20.20; 20.20;,DUF799,202,,Family
PF05650.10,,Domain of unknown function (DUF802),22.60; 22.60;,DUF802,53,,Family
PF05656.13,,Protein of unknown function (DUF805),26.80; 26.80;,DUF805,105,,Family
PF05657.10,,Protein of unknown function (DUF806),25.00; 25.00;,DUF806,121,,Family
PF05660.10,,Coxiella burnetii protein of unknown function (DUF807),25.00; 25.00;,DUF807,142,,Family
PF05661.11,,Protein of unknown function (DUF808),28.30; 28.30;,DUF808,303,,Family
PF05663.10,,Protein of unknown function (DUF809),25.00; 25.00;,DUF809,138,,Family
PF05664.10,,Plant family of unknown function (DUF810),19.20; 19.20;,DUF810,685,,Family
PF05667.10,,Protein of unknown function (DUF812),34.20; 34.20;,DUF812,595,,Family
PF05670.12,,Domain of unknown function (DUF814),21.70; 21.70;,DUF814,90,,Domain
PF05673.12,CL0023,Protein of unknown function (DUF815),23.80; 23.80;,DUF815,250,,Family
PF05674.11,,Baculovirus protein of unknown function (DUF816),24.60; 24.60;,DUF816,172,,Family
PF05675.11,,Protein of unknown function (DUF817),25.90; 25.90;,DUF817,237,,Family
PF05677.11,CL0028,Chlamydia CHLPS protein (DUF818),19.70; 19.70;,DUF818,365,,Family
PF05684.11,CL0064,Protein of unknown function (DUF819),21.80; 21.80;,DUF819,378,,Family
PF05689.10,,Salmonella repeat of unknown function (DUF823),24.30; 24.30;,DUF823,186,,Repeat
PF05688.10,,Salmonella repeat of unknown function (DUF824),24.70; 24.70;,DUF824,46,,Family
PF05695.11,,Plant protein of unknown function (DUF825),29.20; 29.20;,DUF825,1486,,Family
PF05696.10,,Protein of unknown function (DUF826),25.00; 25.00;,DUF826,75,,Family
PF05705.13,CL0028,Eukaryotic protein of unknown function (DUF829),20.70; 20.70;,DUF829,241,,Domain
PF05734.10,,Herpesvirus protein of unknown function (DUF832),19.70; 19.70;,DUF832,228,,Family
PF05754.13,,Domain of unknown function (DUF834),23.00; 23.00;,DUF834,52,,Domain
PF05763.11,,Protein of unknown function (DUF835),28.60; 28.60;,DUF835,135,,Family
PF05768.13,CL0172,Glutaredoxin-like domain (DUF836),21.00; 21.00;,DUF836,82,,Domain
PF05787.12,CL0186,Bacterial protein of unknown function (DUF839),19.80; 19.80;,DUF839,524,,Domain
PF05801.10,,Lagovirus protein of unknown function (DUF840),25.00; 25.00;,DUF840,113,,Family
PF05811.12,,Eukaryotic protein of unknown function (DUF842),25.10; 25.10;,DUF842,131,,Family
PF05815.10,,Baculovirus protein of unknown function (DUF844),25.00; 25.00;,DUF844,352,,Family
PF05832.11,,Eukaryotic protein of unknown function (DUF846),22.60; 22.60;,DUF846,139,,Family
PF05852.10,,Gammaherpesvirus protein of unknown function (DUF848),25.30; 25.30;,DUF848,145,,Family
PF05867.10,,Protein of unknown function (DUF851),25.00; 25.00;,DUF851,241,,Family
PF05872.11,CL0023,Bacterial protein of unknown function (DUF853),19.80; 19.80;,DUF853,504,,Family
PF05895.11,,Siphovirus protein of unknown function (DUF859),28.80; 28.80;,DUF859,626,,Family
PF01934.16,CL0291,Protein of unknown function DUF86,23.50; 23.50;,DUF86,119,,Family
PF05904.10,,Plant protein of unknown function (DUF863),25.00; 25.00;,DUF863,938,,Family
PF05906.10,,Herpesvirus-7 repeat of unknown function (DUF865),20.10; 20.10;,DUF865,35,,Repeat
PF05907.12,,Eukaryotic protein of unknown function (DUF866),22.90; 22.90;,DUF866,155,,Family
PF05910.11,,Plant protein of unknown function (DUF868),20.60; 20.60;,DUF868,276,,Family
PF01935.16,CL0023,Domain of unknown function DUF87,23.10; 23.10;,DUF87,227,,Domain
PF05912.10,,Caenorhabditis elegans protein of unknown function (DUF870),27.10; 27.10;,DUF870,112,,Family
PF05913.10,CL0475,Bacterial protein of unknown function (DUF871),21.50; 21.50;,DUF871,358,,Family
PF05915.11,,Eukaryotic protein of unknown function (DUF872),26.80; 26.80;,DUF872,115,,Family
PF05917.10,,Helicobacter pylori protein of unknown function (DUF874),21.90; 21.90;,DUF874,398,,Family
PF05949.11,,Bacterial protein of unknown function (DUF881),25.00; 25.00;,DUF881,145,,Family
PF05957.12,CL0406,Bacterial protein of unknown function (DUF883),40.00; 40.00;,DUF883,94,,Domain
